Zone Code,Zone Name,ks0150002,"Underground, metro, light rail, tram ",Train ,"Bus, minibus or coach ","Motorcycle, scooter or moped ",Driving a car or van ,Passenger in a car or van ,Taxi or minicab ,Bicycle ,On foot ,Other,ks0150013
E02002656,Kingston upon Hull 005,179,1,28,293,73,1632,236,36,273,161,20,19.11
E02002657,Kingston upon Hull 006,214,19,22,430,95,1952,376,69,355,297,45,23.89
E02002658,Kingston upon Hull 007,196,10,21,384,87,2237,342,32,306,171,25,18.89
E02002659,Kingston upon Hull 008,173,9,20,485,87,1263,294,87,466,304,18,23.14
E02002660,Kingston upon Hull 009,151,18,17,435,55,1335,190,33,275,211,32,14.16
E02002661,Kingston upon Hull 010,155,17,14,515,61,1368,228,39,323,175,41,17.75
E02002662,Kingston upon Hull 011,155,5,24,380,73,1346,192,40,334,222,16,11.05
E02002663,Kingston upon Hull 012,168,22,33,315,44,1124,180,45,210,285,25,16.72
E02002664,Kingston upon Hull 013,216,17,35,368,97,2291,340,52,473,226,38,14.63
E02002665,Kingston upon Hull 014,250,15,37,304,63,2152,277,35,433,299,27,17.93
E02002666,Kingston upon Hull 015,137,17,32,395,54,905,190,54,297,457,24,31.55
E02002667,Kingston upon Hull 016,222,22,28,410,68,1861,315,63,503,324,32,17.55
E02002668,Kingston upon Hull 017,135,10,14,429,64,961,207,69,366,195,17,28.44
E02002669,Kingston upon Hull 018,216,23,34,373,46,1413,244,60,450,477,29,20.06
E02002670,Kingston upon Hull 019,146,22,22,306,75,1531,259,31,350,180,16,12.6
E02002671,Kingston upon Hull 020,184,14,26,377,70,1435,274,54,435,326,39,16.64
E02002672,Kingston upon Hull 021,111,9,27,454,54,875,186,23,362,182,25,12.33
E02002673,Kingston upon Hull 022,195,7,32,577,92,1704,339,64,550,401,13,25.49
E02002674,Kingston upon Hull 023,183,3,30,371,92,1964,332,44,379,192,31,22.73
E02002675,Kingston upon Hull 024,121,2,25,239,36,714,179,56,300,622,27,18.73
E02002676,Kingston upon Hull 025,182,11,37,355,75,1580,295,74,472,534,26,11.88
E02002677,Kingston upon Hull 026,197,11,32,418,59,1899,293,42,397,473,45,14.32
E02002678,Kingston upon Hull 027,181,14,26,458,70,1593,337,66,451,384,20,16.4
E02002679,Kingston upon Hull 028,218,12,34,395,72,1901,318,41,296,221,27,14.55
E02002680,Kingston upon Hull 029,185,16,26,196,23,642,112,47,207,642,27,23.96
E02002681,Kingston upon Hull 030,169,16,41,267,51,897,193,57,322,531,36,16.52
E02002682,Kingston upon Hull 031,149,21,19,394,58,1382,320,82,359,502,22,21.39
E02002683,Kingston upon Hull 032,168,8,35,452,55,1701,288,47,321,207,28,29.43
E02002684,East Riding of Yorkshire 001,352,13,46,130,70,2030,327,69,99,287,36,24.18
E02002685,East Riding of Yorkshire 002,335,10,24,101,44,1679,274,50,147,371,23,23.33
E02002686,East Riding of Yorkshire 003,195,14,33,144,58,1093,286,63,176,517,19,21.83
E02002687,East Riding of Yorkshire 004,281,16,39,61,34,980,248,39,112,580,33,25.23
E02002688,East Riding of Yorkshire 005,315,10,45,79,29,880,190,51,75,634,35,29.37
E02002689,East Riding of Yorkshire 006,460,3,33,41,35,1508,190,22,59,225,21,27.21
E02002690,East Riding of Yorkshire 007,607,13,147,100,60,3176,395,37,359,762,51,29.7
E02002691,East Riding of Yorkshire 008,468,11,77,60,61,2114,226,24,154,321,23,30.84
E02002692,East Riding of Yorkshire 009,594,15,47,203,75,2801,241,19,111,435,34,22.03
E02002693,East Riding of Yorkshire 010,516,12,26,62,50,1819,168,43,82,183,44,35.24
E02002694,East Riding of Yorkshire 011,644,19,34,196,49,2962,339,35,253,593,42,25.54
E02002695,East Riding of Yorkshire 012,328,22,32,75,45,1887,250,18,144,525,49,31.57
E02002696,East Riding of Yorkshire 013,403,16,33,69,60,2027,167,13,155,253,29,21.41
E02002697,East Riding of Yorkshire 014,395,18,35,103,69,2461,229,32,97,162,41,35.45
E02002698,East Riding of Yorkshire 015,374,9,27,70,59,2049,211,20,129,370,23,26.67
E02002699,East Riding of Yorkshire 016,361,6,106,146,81,3040,292,49,310,438,52,35.96
E02002700,East Riding of Yorkshire 017,163,2,59,114,71,1152,199,32,398,410,28,26.04
E02002701,East Riding of Yorkshire 018,758,23,33,73,50,2661,201,35,123,208,31,42.47
E02002702,East Riding of Yorkshire 019,368,5,167,116,65,2377,256,38,355,724,28,29.49
E02002703,East Riding of Yorkshire 020,412,8,62,102,67,3168,262,17,157,338,36,17.24
E02002704,East Riding of Yorkshire 021,391,10,18,149,81,2457,221,23,100,198,35,26.15
E02002705,East Riding of Yorkshire 022,301,7,71,133,62,2075,242,22,146,249,46,31.86
E02002706,East Riding of Yorkshire 023,274,8,116,169,76,1975,267,46,226,235,30,31.73
E02002707,East Riding of Yorkshire 024,398,5,41,41,46,2454,177,17,100,293,51,32.26
E02002708,East Riding of Yorkshire 025,213,13,77,116,49,1491,169,37,158,179,34,32.19
E02002709,East Riding of Yorkshire 026,461,10,81,70,65,2305,269,20,184,284,40,21.16
E02002710,East Riding of Yorkshire 027,310,13,27,209,92,2390,272,42,199,208,40,29.34
E02002711,East Riding of Yorkshire 028,378,19,28,114,65,2627,232,38,120,131,51,31.26
E02002712,East Riding of Yorkshire 029,249,12,21,218,78,2369,287,28,157,283,59,20.58
E02002713,East Riding of Yorkshire 030,282,13,32,393,104,2519,381,41,396,279,46,16.64
E02002714,East Riding of Yorkshire 031,443,15,52,150,71,2322,241,23,94,272,46,35.24
E02002715,East Riding of Yorkshire 032,396,4,138,77,54,3195,292,24,222,422,35,27.17
E02002716,East Riding of Yorkshire 033,305,10,28,247,96,2502,264,16,140,177,49,20.02
E02002717,East Riding of Yorkshire 034,227,2,47,297,60,1921,295,39,231,393,29,21.15
E02002718,East Riding of Yorkshire 035,406,17,76,65,48,2686,204,18,74,138,41,26.08
E02002719,East Riding of Yorkshire 036,242,14,36,175,54,1927,193,35,130,170,21,16.54
E02002720,East Riding of Yorkshire 037,275,17,59,38,40,2106,209,15,285,217,33,23.64
E02002721,East Riding of Yorkshire 038,340,22,44,59,33,1724,199,18,174,189,23,27.66
E02002722,East Riding of Yorkshire 039,381,15,27,181,68,1642,276,47,110,539,48,39.24
E02002723,East Riding of Yorkshire 040,277,21,53,83,54,1907,270,40,427,534,29,35.92
E02002724,East Riding of Yorkshire 041,198,12,35,142,45,1530,301,50,570,441,25,31.42
E02002725,East Riding of Yorkshire 042,312,14,41,83,60,1876,243,23,121,228,32,28.56
E02002726,North East Lincolnshire 001,293,5,31,357,99,2602,424,71,268,415,54,26.65
E02002727,North East Lincolnshire 002,121,8,30,136,40,498,177,34,191,440,22,15.34
E02002728,North East Lincolnshire 003,188,17,22,208,50,1209,292,59,428,646,44,24.69
E02002729,North East Lincolnshire 004,179,10,28,272,61,1632,262,41,186,168,28,13.68
E02002730,North East Lincolnshire 005,188,0,28,323,60,1351,347,78,306,441,37,23.74
E02002731,North East Lincolnshire 006,124,8,28,160,52,869,250,46,272,478,29,13.43
E02002732,North East Lincolnshire 007,277,23,23,172,79,2324,222,39,118,132,43,26.22
E02002733,North East Lincolnshire 008,172,17,26,242,49,1311,268,36,248,419,26,15.95
E02002734,North East Lincolnshire 009,136,3,35,260,47,1268,238,58,227,208,15,30.21
E02002735,North East Lincolnshire 010,173,15,24,221,49,1210,230,33,188,305,36,19.94
E02002736,North East Lincolnshire 011,124,6,29,119,50,880,232,67,289,483,29,29.24
E02002737,North East Lincolnshire 012,194,15,20,192,68,1843,265,47,325,320,22,24.39
E02002738,North East Lincolnshire 013,229,19,28,348,106,2292,340,30,230,173,31,17.27
E02002739,North East Lincolnshire 014,163,9,17,206,59,1338,213,29,199,281,16,20.57
E02002740,North East Lincolnshire 015,125,18,20,239,45,1049,209,39,217,186,15,13.86
E02002741,North East Lincolnshire 016,253,10,22,175,68,2254,296,53,337,534,40,26.41
E02002742,North East Lincolnshire 017,202,13,28,169,59,1647,211,42,160,209,36,31.57
E02002743,North East Lincolnshire 018,125,1,24,203,61,1372,208,63,230,176,30,28.44
E02002744,North East Lincolnshire 019,131,9,32,344,51,844,231,38,241,169,14,18.58
E02002745,North East Lincolnshire 020,278,19,32,157,64,2311,259,39,123,158,34,32.01
E02002746,North East Lincolnshire 021,250,14,18,322,84,2228,259,34,224,179,35,21.41
E02002747,North East Lincolnshire 022,320,20,27,202,76,2530,269,23,143,106,41,14.22
E02002748,North East Lincolnshire 023,337,10,32,176,68,2655,270,34,117,149,35,34.51
E02002749,North Lincolnshire 001,338,19,36,91,56,2408,344,43,324,645,24,31.59
E02002750,North Lincolnshire 002,278,4,47,65,64,1825,210,37,114,195,25,30.52
E02002751,North Lincolnshire 003,235,4,17,97,77,1984,226,19,93,216,40,21.76
E02002752,North Lincolnshire 004,368,6,27,63,49,1997,204,33,99,188,27,30.98
E02002753,North Lincolnshire 005,325,16,24,116,80,2774,351,25,164,222,27,14.23
E02002754,North Lincolnshire 006,326,16,35,82,37,2177,264,28,94,215,42,22.84
E02002755,North Lincolnshire 007,183,8,15,100,48,1313,226,31,205,387,11,16.5
E02002756,North Lincolnshire 008,153,9,10,101,66,989,252,25,237,548,32,8.99
E02002757,North Lincolnshire 009,199,15,24,96,99,1647,236,43,203,408,16,26.41
E02002758,North Lincolnshire 010,158,18,11,80,88,1399,229,26,318,430,13,10.29
E02002759,North Lincolnshire 011,394,19,30,114,58,2573,255,20,157,461,25,17.15
E02002760,North Lincolnshire 012,181,12,15,121,69,1723,226,35,204,219,20,20.38
E02002761,North Lincolnshire 013,286,4,9,135,71,2204,204,46,97,145,33,34.5
E02002762,North Lincolnshire 014,142,12,21,115,75,1307,232,30,248,193,15,19.2
E02002763,North Lincolnshire 015,133,18,10,121,65,1271,248,29,275,286,12,22.3
E02002764,North Lincolnshire 016,132,19,8,180,87,1177,237,47,170,210,19,21.26
E02002765,North Lincolnshire 017,122,13,15,126,71,1466,267,36,225,249,20,17.89
E02002766,North Lincolnshire 018,208,11,31,145,92,2457,340,21,294,205,31,12.11
E02002767,North Lincolnshire 019,203,16,16,138,89,2434,272,33,186,135,9,32.64
E02002768,North Lincolnshire 020,432,17,28,64,58,2251,194,29,85,263,26,32.99
E02002769,North Lincolnshire 021,293,8,23,62,57,2071,178,28,73,138,15,23.29
E02002770,North Lincolnshire 022,353,13,27,26,67,1999,192,8,107,395,40,18.86
E02002771,North Lincolnshire 023,434,10,17,48,24,2242,177,29,59,168,16,36.11
E02002772,York 001,332,12,58,272,87,2215,226,15,182,208,30,24.92
E02002773,York 002,243,23,39,303,84,1802,207,13,231,192,18,15.49
E02002774,York 003,296,19,47,353,93,2128,217,33,239,156,20,13.61
E02002775,York 004,173,19,30,248,70,1333,192,38,342,220,14,28.66
E02002776,York 005,224,5,31,253,79,1577,219,51,535,244,22,28.17
E02002777,York 006,310,19,63,238,117,2421,289,25,567,367,19,13.35
E02002778,York 007,347,20,88,207,61,1742,183,33,452,644,23,19.57
E02002779,York 008,434,19,59,233,90,2143,252,31,766,472,22,21.36
E02002780,York 009,200,9,65,180,82,1146,191,63,591,1068,14,28.69
E02002781,York 010,260,21,59,245,76,1261,177,42,508,1151,21,22.44
E02002782,York 011,335,10,88,184,49,1697,154,29,168,154,29,36.49
E02002783,York 012,307,3,43,379,184,2237,312,65,680,393,22,29.92
E02002784,York 013,358,15,172,189,42,1113,134,39,354,1774,49,26.41
E02002785,York 014,226,11,39,212,93,1570,227,28,420,230,19,19.93
E02002786,York 015,208,17,39,260,69,1460,240,56,618,767,29,17.28
E02002787,York 016,283,1,54,350,122,1812,312,46,639,688,25,21.46
E02002788,York 017,315,20,164,211,69,1704,232,56,647,1091,27,26.1
E02002789,York 018,217,11,47,480,125,1681,272,41,541,349,23,24.05
E02002790,York 019,358,25,118,208,51,1654,188,54,628,1435,36,31.39
E02002791,York 020,373,19,31,208,54,2002,179,25,108,167,31,23.79
E02002792,York 021,239,9,74,185,54,1544,149,54,477,648,19,32.6
E02002793,York 022,322,15,55,548,111,2480,322,38,527,279,33,16.35
E02002794,York 023,291,26,55,239,62,1283,186,29,305,469,11,38.87
E02002795,York 024,429,18,58,365,74,2648,209,25,241,164,10,24.99
E02005742,Craven 001,691,9,33,41,32,1989,233,23,45,498,48,31.71
E02005743,Craven 002,601,13,37,19,33,1248,88,9,39,321,33,26.36
E02005744,Craven 003,646,7,84,41,40,1717,186,26,78,580,27,27.82
E02005745,Craven 004,422,9,81,48,21,1509,139,18,29,287,9,26.85
E02005746,Craven 005,250,17,115,62,50,1672,253,56,53,770,29,23.12
E02005747,Craven 006,242,8,105,106,48,1422,245,56,72,742,19,12.91
E02005748,Craven 007,524,3,156,85,41,2150,243,15,42,217,40,27.96
E02005749,Craven 008,490,17,168,272,54,2882,298,39,79,520,37,27.2
E02005750,Hambleton 001,465,21,23,71,33,2220,214,24,82,333,50,32.4
E02005751,Hambleton 002,678,18,44,48,46,2952,209,34,56,227,61,32.5
E02005752,Hambleton 003,751,9,43,69,36,2128,191,18,73,152,44,24.12
E02005753,Hambleton 004,467,19,87,148,42,2796,384,57,314,1514,34,14.03
E02005754,Hambleton 005,545,17,45,70,59,2343,219,31,145,405,27,26.72
E02005755,Hambleton 006,471,20,19,83,38,1858,160,31,69,329,21,39.15
E02005756,Hambleton 007,639,17,39,41,46,1954,194,33,313,533,27,31.31
E02005757,Hambleton 008,616,20,74,60,43,2315,273,25,103,485,29,20.84
E02005758,Hambleton 009,605,11,35,72,45,2141,260,32,208,578,39,34.82
E02005759,Hambleton 010,614,3,30,127,65,2344,216,35,97,399,35,37.75
E02005760,Hambleton 011,547,14,29,127,35,1927,184,36,175,319,19,36.79
E02005761,Harrogate 001,675,11,17,34,45,1564,129,8,51,275,25,20.76
E02005762,Harrogate 002,215,9,33,75,54,1438,140,23,162,661,17,26.56
E02005763,Harrogate 003,536,4,24,70,42,1815,161,25,151,332,46,27.82
E02005764,Harrogate 004,387,9,18,227,67,2796,415,49,196,892,40,32.4
E02005765,Harrogate 005,541,9,28,40,45,1998,159,24,79,336,19,31.45
E02005766,Harrogate 006,678,14,34,43,22,1770,176,18,35,273,34,20.2
E02005767,Harrogate 007,447,16,78,103,41,2069,175,32,52,166,35,37.44
E02005768,Harrogate 008,375,11,52,148,40,2059,204,34,98,1297,40,18.11
E02005769,Harrogate 009,350,18,75,241,38,1711,250,23,71,504,37,17.63
E02005770,Harrogate 010,397,13,72,375,61,2958,432,76,167,508,17,31.39
E02005771,Harrogate 011,308,13,49,334,57,2544,360,61,83,445,29,27.08
E02005772,Harrogate 012,381,17,54,131,36,2146,187,15,56,239,20,27.95
E02005773,Harrogate 013,326,19,77,239,41,1877,277,70,120,851,18,25.62
E02005774,Harrogate 014,348,12,95,354,70,2388,307,45,177,586,29,18.86
E02005775,Harrogate 015,529,10,119,196,48,2034,196,22,83,1126,65,17.26
E02005776,Harrogate 016,740,12,58,62,33,2547,204,32,77,190,41,38.6
E02005777,Harrogate 017,405,18,112,166,45,2627,304,34,115,403,19,16.37
E02005778,Harrogate 018,680,14,42,47,40,1912,138,40,35,262,30,36.27
E02005779,Harrogate 019,419,19,122,162,23,1896,190,33,69,598,33,21.67
E02005780,Harrogate 020,562,16,97,108,47,2812,252,42,83,521,33,36.06
E02005781,Harrogate 021,445,15,97,63,28,1798,128,28,21,118,18,32.21
E02005782,Richmondshire 001,705,6,38,77,16,2484,220,34,18,190,40,38.01
E02005783,Richmondshire 002,399,20,33,179,41,2325,326,47,39,646,31,24.86
E02005784,Richmondshire 003,352,8,12,60,62,1781,184,13,102,482,31,22.4
E02005785,Richmondshire 004,472,9,106,293,78,2695,429,61,380,2318,354,15.59
E02005786,Richmondshire 005,968,16,25,34,25,1415,165,21,33,379,33,35.89
E02005787,Richmondshire 006,770,2,16,55,28,1943,188,22,43,440,30,27.86
E02005788,Ryedale 001,752,13,33,50,38,1631,200,19,79,350,39,23.93
E02005789,Ryedale 002,764,12,42,112,48,2465,280,38,173,725,46,33.07
E02005790,Ryedale 003,777,13,24,45,26,1621,161,16,59,447,62,22.22
E02005791,Ryedale 004,596,7,29,80,76,1775,195,29,89,273,38,36.71
E02005792,Ryedale 005,278,12,49,80,49,1221,162,16,173,452,34,16.4
E02005793,Ryedale 006,304,0,57,135,46,1688,260,26,445,667,10,17.93
E02005794,Ryedale 007,914,18,42,98,45,2919,257,31,67,293,37,37.75
E02005795,Scarborough 001,412,13,35,126,40,1148,250,39,58,962,47,30.92
E02005796,Scarborough 002,842,4,30,88,37,1823,193,21,39,412,53,31.34
E02005797,Scarborough 003,241,13,54,159,38,1190,254,39,64,807,53,37.11
E02005798,Scarborough 004,751,20,34,127,43,2177,221,32,55,296,64,36.8
E02005799,Scarborough 005,329,21,31,243,66,2443,405,53,146,413,20,14.28
E02005800,Scarborough 006,436,14,37,149,53,1118,258,40,66,975,46,17.85
E02005801,Scarborough 007,185,8,15,156,60,904,211,52,88,443,28,22.39
E02005802,Scarborough 008,278,21,51,186,47,1381,335,65,130,1353,30,32.24
E02005803,Scarborough 009,329,12,34,187,83,1718,344,42,147,827,20,24.59
E02005804,Scarborough 010,346,8,38,162,41,1094,200,52,80,1030,28,27.1
E02005805,Scarborough 011,279,14,25,280,75,1915,300,47,121,285,33,28
E02005806,Scarborough 012,215,21,41,297,65,1354,272,49,100,404,33,16.81
E02005807,Scarborough 013,390,6,28,132,68,1843,216,36,71,180,25,30.38
E02005808,Scarborough 014,564,16,80,116,49,2343,323,25,113,674,56,17.56
E02005809,Selby 001,312,9,30,211,44,2217,282,30,149,558,20,19.23
E02005810,Selby 002,692,24,116,128,69,2805,200,33,59,154,18,37.82
E02005811,Selby 003,567,14,61,292,82,2919,284,25,127,235,20,31.97
E02005812,Selby 004,397,10,151,130,55,2623,284,33,94,374,21,27.52
E02005813,Selby 005,232,10,101,230,47,1825,301,40,367,756,20,24.24
E02005814,Selby 006,245,12,89,144,42,1750,213,26,258,336,25,25.54
E02005815,Selby 007,378,7,125,188,89,2633,274,15,208,265,38,25.99
E02005816,Selby 008,492,11,61,157,67,2619,249,35,101,220,41,40.46
E02005817,Selby 009,377,13,79,118,58,2406,205,20,61,150,18,28.69
E02005818,Selby 010,493,12,45,91,71,2402,185,35,102,188,34,32.64
